,Review,Stars,Dt,City/St,City,State,Retailer
1720,"I have been a customer of Walmart since it came into our area. They carry a wide variety of products with great prices which makes it very convenient and pretty much a one-stop shop. Once it came to my city and really close to my home it has been great. Our store is one of the most used Walmarts in the whole area so they have to restock often which is good and bad but they do a good job of trying to keep stock on hand. The employees are always friendly and helpful, the store looks clean and organized, and shopping is easy and ""fun"" (for me anyway). I enjoy going through the store to see all of the new choices of products available. But if time is short I can still run through to just pick up my list items. But I will admit I always end up finding more items I had forgotten that I needed or wanted. And now that I am getting older and not able to get out as much I am enjoying ordering online and having some of my items delivered. I love Walmart!",4," Dec. 1, 2017","Virginia, Virginia",Virginia, Virginia,Walmart
1721,"Walmart has great prices on supplies for my pets. Collars, beds, treats, and toys are definitely a great deal at Walmart as opposed to pet stores. However Walmart needs to get out of the business of selling fish. These poor fish are not cared for. Bettas sit on a store shelf and just die. It's awful.",4," Nov. 30, 2017","Alexandria, VA",Alexandria, VA,Walmart
1722,"Walmart has a great pet department, different food and treats for all kinds of dogs and cats. Great prices, nice, clean aisles to get down, friendly service and lots of meds also.",4," Nov. 30, 2017","Westport, TN",Westport, TN,Walmart
1723,"Wal-Mart's value, quality and product selection is always good. However, their customer service desperately needs help bad. I only go to Walmart if my store doesn't have what I need right then.",4," Nov. 29, 2017","Rome, Georgia",Rome, Georgia,Walmart
1724,"A good place to get fairly sturdy but inexpensive pet beds, scratching posts, piddle pads, toys, travel crates etc. but crate are not strong enough for air travel. They don't carry high quality food for dogs or cats; anything my veterinarian recommends or approves for food or treats isn't there. Beware the rawhide for dogs; the kind that's safe is not available at this store.",4," Nov. 29, 2017","Milford, New Jersey",Milford, New Jersey,Walmart
1725,"The Walmart shopping Experience is based on what time you go there. The Walmart I evade at all costs is the store on Wendover in Greensboro, N.C. They are well known for their rudeness and non assistance of customers.",4," Nov. 29, 2017","Greensboro, North Carolina",Greensboro, North Carolina,Walmart
1726,I enjoy online shopping but there isn't enough healthy choices available for cats! Dog foods offer a lot more variety! I would like to see more organic cat food! Otherwise love the prices!,4," Nov. 29, 2017","Loganville, Georgia",Loganville, Georgia,Walmart
1727,Coupons makes the difference and the access make up the price difference and Ibotta and SavingStar help get more for less. Others grocery store in our area are mom and pop stores.,4," Nov. 29, 2017","Mcalester, Oklahoma",Mcalester, Oklahoma,Walmart
1728,"I like this store because you can get all you need in one stop at a reasonable price. From food to plants and yard supplies to clothing, shoes, electronics, etc. In a busy world they offer one-shop convenience.",4," Nov. 27, 2017","Monaca, Pennsylvania",Monaca, Pennsylvania,Walmart
1729,I always find good prices at Walmart. Their selection is good but there is always room for improvement. The only issue is that they will run out of products sometimes.,4," Nov. 27, 2017","Northumberland, PA",Northumberland, PA,Walmart
1730,"Wal-Mart has limited selection in most products and I usually have to go online if I want another product they do not carry. However, their prices is good compared to other stores such as Safeway.",4," Nov. 26, 2017","Medical Lake`, WA",Medical Lake`, WA,Walmart
1731,"If you want name brand pet supplies for birds, fish and dogs and cats this is the most reasonable place to go! The food for dogs and cats are store bought not vet recommended but still worthy for most who cannot afford vet food.",4," Nov. 26, 2017","Winnipeg, Canada",Winnipeg, Canada,Walmart
1732,"I usually can find the things I want in Wal-Mart Pet Department. Also, prices are good. But sometimes the products are too high to reach or too far back on the shelf. They don't have sales people around to ask for assistance if needed.",4," Nov. 25, 2017","Suffolk, Va",Suffolk, Va,Walmart
1733,"Walmart prices are the best, but every time I go, there are one or two items on my list that are not stocked on the shelves. I don't know if it is a supply problem, or if it is a staffing problem, but I find it very frustrating.",4," Nov. 24, 2017","Colorado Springs, CO",Colorado Springs, CO,Walmart
1734,"The product is reasonably priced and fresh, my dogs love it. They like canned food in their bowl so I mix dry with the wet canned food. They also like the chews and it keeps their teeth clean.",4," Nov. 24, 2017","Gainesville, Missouri",Gainesville, Missouri,Walmart
1735,"Walmart is convenient and is open 24 hours. However if you shop on weekends, I have found that the shelves are a little bare. They seem to always have a supply of store brand items, but are out of name brands quite often. Love the money savers program, it is easy to use and I always get money back.",4," Nov. 23, 2017","Lacrosse, IN",Lacrosse, IN,Walmart
1736,"I like to shop at Wal-Mart mainly because of their pricing and I don't feel like I'm getting gouged for quality pet food. I feed my four-legged kids Iams and chicken treats (not the ones with all the fillers, real chicken treats). They almost always have in stock the right sized bags of foods and plenty of the treats!",4," Nov. 23, 2017","Phoenix, AZ",Phoenix, AZ,Walmart
1737,Walmart usually has the best prices and most of their produce is fine. I sometimes buy meat at another store but I do like to buy groceries and other items in the same place.,4," Nov. 22, 2017","Louisville, KY",Louisville, KY,Walmart
1738,I find Walmart has the best overall pricing on most products I buy & I can usually get in and out by picking the days I shop. But what I can't get at Walmart I go across the street & pickup at Food Lion.,4," Nov. 22, 2017","Cleveland, TN",Cleveland, TN,Walmart
1739,"I know that I can approach an associate and receive the help I need with courtesy and quickness. I've had a few spend time with me being a soundboard for my questions in various situations. I feel that respect is given when given respect, and the associates at my local store are very engaged with their guests.",4," Nov. 21, 2017","Albuquerque, NM",Albuquerque, NM,Walmart
1740,Wal-Mart has such a variety of fresh produce and great customer service. The deli and groceries are top notch. They also have a great bakery.,4," Nov. 21, 2017","Theodore, AL",Theodore, AL,Walmart
1741,"We were looking at fish for my grandson, and came across some awesome fish. Information about what other fish to team them up with was very helpful.",4," Nov. 21, 2017","Nottingham, Md",Nottingham, Md,Walmart
1742,"Wal-Mart has improved its customer service along with having different services such as money orders. The store has help keep food prices stable and it also has good prices on meat and seafood, dry goods, and frozen veggies.",4," Nov. 20, 2017","Tallahassee, Florida",Tallahassee, Florida,Walmart
